"GreensinRegulationPercentage_RANKTHISWEEK_2013","GreensinRegulationPercentage_RANKLASTWEEK_2013","GreensinRegulationPercentage_PLAYERNAME_2013","GreensinRegulationPercentage_ROUNDS_2013","GreensinRegulationPercentage_Pct_2013","GreensinRegulationPercentage_GREENSHIT_2013","GreensinRegulationPercentage_HOLES_2013","GreensinRegulationPercentage_RELATIVEPAR_2013","stat_name","year"
73,73,"Matt Kuchar",93,65.84,1031,1566,-0.29,"GreensinRegulationPercentage",2013
74,74,"Tag Ridings",69,65.81,770,1170,-0.25,"GreensinRegulationPercentage",2013
75,75,"Brian Stuard",78,65.77,876,1332,-0.25,"GreensinRegulationPercentage",2013
76,76,"Cameron Percy",68,65.74,781,1188,-0.24,"GreensinRegulationPercentage",2013
77,77,"Greg Owen",73,65.73,840,1278,-0.23,"GreensinRegulationPercentage",2013
78,78,"Will Claxton",67,65.7,745,1134,-0.21,"GreensinRegulationPercentage",2013
79,79,"Brandt Snedeker",79,65.68,934,1422,-0.3,"GreensinRegulationPercentage",2013
80,80,"Jason Kokrak",78,65.67,922,1404,-0.27,"GreensinRegulationPercentage",2013
81,81,"Bo Van Pelt",72,65.63,827,1260,-0.25,"GreensinRegulationPercentage",2013
82,82,"Robert Streb",75,65.57,838,1278,-0.24,"GreensinRegulationPercentage",2013
83,83,"Matt Every",89,65.54,1050,1602,-0.29,"GreensinRegulationPercentage",2013
84,84,"Martin Flores",83,65.53,979,1494,-0.26,"GreensinRegulationPercentage",2013
85,85,"Charley Hoffman",84,65.48,990,1512,-0.3,"GreensinRegulationPercentage",2013
86,86,"Rory McIlroy",56,65.45,648,990,-0.3,"GreensinRegulationPercentage",2013
87,87,"Jerry Kelly",75,65.41,883,1350,-0.25,"GreensinRegulationPercentage",2013
88,88,"William McGirt",75,65.33,882,1350,-0.26,"GreensinRegulationPercentage",2013
89,89,"George McNeill",68,65.28,799,1224,-0.25,"GreensinRegulationPercentage",2013
90,90,"Ben Kohles",75,65.26,834,1278,-0.22,"GreensinRegulationPercentage",2013
91,91,"Lee Westwood",70,65.22,810,1242,-0.23,"GreensinRegulationPercentage",2013
92,92,"Stuart Appleby",88,65.21,986,1512,-0.23,"GreensinRegulationPercentage",2013
93,93,"Erik Compton",74,65.09,867,1332,-0.25,"GreensinRegulationPercentage",2013
94,94,"Marc Leishman",77,65.08,902,1386,-0.24,"GreensinRegulationPercentage",2013
95,95,"Angel Cabrera",73,64.99,854,1314,-0.24,"GreensinRegulationPercentage",2013
96,96,"Jason Day",86,64.93,935,1440,-0.28,"GreensinRegulationPercentage",2013
97,97,"Bob Estes",66,64.9,771,1188,-0.25,"GreensinRegulationPercentage",2013
98,98,"Jeff Overton",78,64.89,911,1404,-0.28,"GreensinRegulationPercentage",2013
99,99,"Martin Kaymer",61,64.85,677,1044,-0.24,"GreensinRegulationPercentage",2013
100,100,"Troy Matteson",68,64.81,770,1188,-0.22,"GreensinRegulationPercentage",2013
101,101,"James Hahn",78,64.71,862,1332,-0.29,"GreensinRegulationPercentage",2013
101,101,"David Hearn",88,64.71,1025,1584,-0.28,"GreensinRegulationPercentage",2013
103,103,"Morgan Hoffmann",64,64.67,745,1152,-0.29,"GreensinRegulationPercentage",2013
104,104,"Scott Stallings",79,64.63,919,1422,-0.26,"GreensinRegulationPercentage",2013
105,105,"Charlie Beljan",62,64.61,721,1116,-0.24,"GreensinRegulationPercentage",2013
106,106,"Rod Pampling",46,64.55,488,756,-0.24,"GreensinRegulationPercentage",2013
107,107,"Ted Potter Jr",65,64.48,708,1098,-0.24,"GreensinRegulationPercentage",2013
108,108,"Daniel Summerhays",83,64.46,963,1494,-0.29,"GreensinRegulationPercentage",2013
109,109,"Jason Bohn",70,64.44,812,1260,-0.28,"GreensinRegulationPercentage",2013
110,110,"Dicky Pride",71,64.43,777,1206,-0.23,"GreensinRegulationPercentage",2013
111,111,"Doug LaBelle II",72,64.37,811,1260,-0.27,"GreensinRegulationPercentage",2013
112,112,"Johnson Wagner",64,64.35,695,1080,-0.19,"GreensinRegulationPercentage",2013
113,113,"Chris Stroud",88,64.33,1019,1584,-0.27,"GreensinRegulationPercentage",2013
114,114,"Ryan Moore",72,64.32,822,1278,-0.25,"GreensinRegulationPercentage",2013
115,115,"Seung Yul Noh",71,64.26,775,1206,-0.25,"GreensinRegulationPercentage",2013
116,116,"Russell Henley",80,64.25,902,1404,-0.28,"GreensinRegulationPercentage",2013
117,117,"Scott Gardiner",61,64.12,681,1062,-0.24,"GreensinRegulationPercentage",2013
118,118,"Scott Brown",65,64.1,750,1170,-0.25,"GreensinRegulationPercentage",2013
118,118,"Fabian Gomez",65,64.1,750,1170,-0.27,"GreensinRegulationPercentage",2013
120,120,"Scott Langley",79,64,864,1350,-0.23,"GreensinRegulationPercentage",2013
121,121,"Ben Crane",62,63.98,668,1044,-0.23,"GreensinRegulationPercentage",2013
122,122,"Derek Ernst",58,63.89,667,1044,-0.23,"GreensinRegulationPercentage",2013
123,123,"Ben Curtis",59,63.84,655,1026,-0.2,"GreensinRegulationPercentage",2013
124,124,"James Driscoll",76,63.81,827,1296,-0.28,"GreensinRegulationPercentage",2013
125,125,"Patrick Reed",83,63.79,953,1494,-0.28,"GreensinRegulationPercentage",2013
126,126,"Bud Cauley",67,63.76,723,1134,-0.25,"GreensinRegulationPercentage",2013
127,127,"Sangmoon Bae",83,63.72,952,1494,-0.28,"GreensinRegulationPercentage",2013
128,128,"Bryce Molder",82,63.68,917,1440,-0.29,"GreensinRegulationPercentage",2013
129,129,"Shawn Stefani",63,63.67,722,1134,-0.25,"GreensinRegulationPercentage",2013
130,130,"Martin Laird",68,63.64,779,1224,-0.23,"GreensinRegulationPercentage",2013
130,130,"David Toms",49,63.64,504,792,-0.24,"GreensinRegulationPercentage",2013
132,132,"Luke Guthrie",82,63.62,939,1476,-0.24,"GreensinRegulationPercentage",2013
133,133,"David Mathis",71,63.6,767,1206,-0.23,"GreensinRegulationPercentage",2013
134,134,"Rickie Fowler",75,63.59,847,1332,-0.28,"GreensinRegulationPercentage",2013
135,135,"Vaughn Taylor",50,63.53,526,828,-0.28,"GreensinRegulationPercentage",2013
136,136,"Ian Poulter",59,63.52,606,954,-0.23,"GreensinRegulationPercentage",2013
137,137,"Jin Park",52,63.44,571,900,-0.23,"GreensinRegulationPercentage",2013
138,138,"David Lingmerth",68,63.24,774,1224,-0.26,"GreensinRegulationPercentage",2013
139,139,"Robert Karlsson",56,63.14,591,936,-0.22,"GreensinRegulationPercentage",2013
140,140,"Justin Leonard",86,63.11,977,1548,-0.28,"GreensinRegulationPercentage",2013
141,141,"Ken Duke",87,63.09,988,1566,-0.24,"GreensinRegulationPercentage",2013
142,142,"Bobby Gates",49,62.84,509,810,-0.2,"GreensinRegulationPercentage",2013
143,143,"DA Points",87,62.77,983,1566,-0.25,"GreensinRegulationPercentage",2013
144,144,"Graeme McDowell",53,62.7,553,882,-0.23,"GreensinRegulationPercentage",2013
144,144,"YE Yang",56,62.7,632,1008,-0.23,"GreensinRegulationPercentage",2013
146,146,"Brian Harman",89,62.61,958,1530,-0.26,"GreensinRegulationPercentage",2013
147,147,"David Lynn",70,62.48,776,1242,-0.24,"GreensinRegulationPercentage",2013
148,148,"Robert Allenby",58,62.4,629,1008,-0.23,"GreensinRegulationPercentage",2013
149,149,"Luke List",65,62.39,685,1098,-0.26,"GreensinRegulationPercentage",2013
150,150,"Scott Piercy",78,62.3,841,1350,-0.28,"GreensinRegulationPercentage",2013
151,151,"Alistair Presnell",59,62.28,639,1026,-0.23,"GreensinRegulationPercentage",2013
152,152,"Aaron Watkins",46,62.25,493,792,-0.25,"GreensinRegulationPercentage",2013
153,153,"Darron Stiles",51,62.24,549,882,-0.23,"GreensinRegulationPercentage",2013
154,154,"Carl Pettersson",82,62.22,896,1440,-0.27,"GreensinRegulationPercentage",2013
155,155,"Geoff Ogilvy",57,62.18,638,1026,-0.21,"GreensinRegulationPercentage",2013
156,156,"Luke Donald",60,62.16,649,1044,-0.28,"GreensinRegulationPercentage",2013
157,157,"Brian Davis",91,62.15,1018,1638,-0.29,"GreensinRegulationPercentage",2013
158,158,"Casey Wittenberg",72,62.14,783,1260,-0.21,"GreensinRegulationPercentage",2013
159,159,"Tim Clark",64,62.02,681,1098,-0.25,"GreensinRegulationPercentage",2013
160,160,"Sean OHair",56,62,625,1008,-0.22,"GreensinRegulationPercentage",2013
161,161,"Steven Bowditch",67,61.97,725,1170,-0.27,"GreensinRegulationPercentage",2013
162,162,"Michael Thompson",66,61.78,734,1188,-0.22,"GreensinRegulationPercentage",2013
163,163,"Ernie Els",63,61.74,689,1116,-0.27,"GreensinRegulationPercentage",2013
164,164,"Colt Knost",69,61.71,722,1170,-0.24,"GreensinRegulationPercentage",2013
165,165,"Freddie Jacobson",63,61.67,666,1080,-0.27,"GreensinRegulationPercentage",2013
165,165,"Lee Williams",62,61.67,666,1080,-0.22,"GreensinRegulationPercentage",2013
167,167,"Greg Chalmers",77,61.64,810,1314,-0.3,"GreensinRegulationPercentage",2013
168,168,"Andres Romero",63,61.3,651,1062,-0.29,"GreensinRegulationPercentage",2013
169,169,"Peter Hanson",45,61.24,474,774,-0.28,"GreensinRegulationPercentage",2013
170,170,"Stephen Ames",49,61.11,539,882,-0.27,"GreensinRegulationPercentage",2013
170,170,"Justin Bolli",59,61.11,605,990,-0.23,"GreensinRegulationPercentage",2013
172,172,"Tommy Gainey",84,61.04,923,1512,-0.25,"GreensinRegulationPercentage",2013
173,173,"Jonas Blixt",76,60.89,833,1368,-0.25,"GreensinRegulationPercentage",2013
174,174,"Padraig Harrington",52,60.88,537,882,-0.23,"GreensinRegulationPercentage",2013
175,175,"Tom Gillis",69,60.68,710,1170,-0.23,"GreensinRegulationPercentage",2013
176,176,"Charlie Wi",75,60.56,774,1278,-0.29,"GreensinRegulationPercentage",2013
177,177,"Tim Herron",45,59.75,484,810,-0.24,"GreensinRegulationPercentage",2013
178,178,"Aaron Baddeley",68,58,689,1188,-0.31,"GreensinRegulationPercentage",2013
179,179,"Mike Weir",60,56.9,594,1044,-0.27,"GreensinRegulationPercentage",2013
180,180,"Brian Gay",79,56.68,806,1422,-0.27,"GreensinRegulationPercentage",2013
