"BirdieorBetterPercentage_RANKTHISWEEK_2011","BirdieorBetterPercentage_RANKLASTWEEK_2011","BirdieorBetterPercentage_PLAYERNAME_2011","BirdieorBetterPercentage_ROUNDS_2011","BirdieorBetterPercentage_Pct_2011","BirdieorBetterPercentage_TOTALBIRDIES_2011","BirdieorBetterPercentage_TOTALHOLES_2011","BirdieorBetterPercentage_GIRRANK_2011","stat_name","year"
95,95,"Steve Flesch",88,19.82,314,1584,185,"BirdieorBetterPercentage",2011
96,96,"Matt Jones",71,19.8,253,1278,165,"BirdieorBetterPercentage",2011
97,97,"Robert Allenby",84,19.75,295,1494,39,"BirdieorBetterPercentage",2011
97,97,"Charles Howell III",108,19.75,384,1944,19,"BirdieorBetterPercentage",2011
99,99,"Michael Bradley",74,19.74,263,1332,37,"BirdieorBetterPercentage",2011
100,100,"Marc Leishman",87,19.73,309,1566,122,"BirdieorBetterPercentage",2011
100,100,"Paul Stankowski",78,19.73,277,1404,104,"BirdieorBetterPercentage",2011
100,100,"Vaughn Taylor",89,19.73,316,1602,76,"BirdieorBetterPercentage",2011
103,103,"Bio Kim",71,19.72,252,1278,186,"BirdieorBetterPercentage",2011
104,104,"Matt Bettencourt",84,19.71,298,1512,169,"BirdieorBetterPercentage",2011
104,104,"Ben Crane",76,19.71,259,1314,68,"BirdieorBetterPercentage",2011
106,106,"Cameron Tringale",110,19.7,390,1980,42,"BirdieorBetterPercentage",2011
107,107,"Kevin Streelman",90,19.69,319,1620,94,"BirdieorBetterPercentage",2011
108,108,"YE Yang",63,19.68,209,1062,162,"BirdieorBetterPercentage",2011
109,109,"Sergio Garcia",61,19.67,216,1098,56,"BirdieorBetterPercentage",2011
110,110,"Sung Kang",63,19.66,223,1134,116,"BirdieorBetterPercentage",2011
111,111,"Chad Campbell",99,19.64,350,1782,4,"BirdieorBetterPercentage",2011
112,112,"Briny Baird",60,19.63,212,1080,15,"BirdieorBetterPercentage",2011
112,112,"KJ Choi",77,19.63,265,1350,81,"BirdieorBetterPercentage",2011
114,114,"Alex Cejka",59,19.59,208,1062,74,"BirdieorBetterPercentage",2011
115,115,"Kris Blanks",92,19.57,324,1656,20,"BirdieorBetterPercentage",2011
115,115,"Derek Lamely",65,19.57,229,1170,156,"BirdieorBetterPercentage",2011
115,115,"Jim Renner",65,19.57,229,1170,107,"BirdieorBetterPercentage",2011
118,118,"Rod Pampling",72,19.52,253,1296,84,"BirdieorBetterPercentage",2011
119,119,"Nick OHern",89,19.48,312,1602,58,"BirdieorBetterPercentage",2011
120,120,"Garrett Willis",71,19.41,248,1278,124,"BirdieorBetterPercentage",2011
121,121,"Bobby Gates",82,19.38,286,1476,118,"BirdieorBetterPercentage",2011
122,122,"Ricky Barnes",78,19.3,271,1404,62,"BirdieorBetterPercentage",2011
122,122,"Kevin Chappell",78,19.3,271,1404,114,"BirdieorBetterPercentage",2011
124,124,"Davis Love III",70,19.29,243,1260,28,"BirdieorBetterPercentage",2011
124,124,"DJ Trahan",91,19.29,316,1638,17,"BirdieorBetterPercentage",2011
126,126,"Ryuji Imada",83,19.28,288,1494,130,"BirdieorBetterPercentage",2011
126,126,"David Mathis",83,19.28,288,1494,129,"BirdieorBetterPercentage",2011
128,128,"Matt McQuillan",59,19.21,204,1062,157,"BirdieorBetterPercentage",2011
129,129,"Camilo Villegas",69,19.2,235,1224,163,"BirdieorBetterPercentage",2011
130,130,"Heath Slocum",89,19.19,304,1584,2,"BirdieorBetterPercentage",2011
131,131,"David Hearn",88,19.13,303,1584,21,"BirdieorBetterPercentage",2011
132,132,"Mark Wilson",89,19.09,299,1566,77,"BirdieorBetterPercentage",2011
133,133,"Stephen Ames",69,19.08,237,1242,101,"BirdieorBetterPercentage",2011
134,134,"Chris DiMarco",93,19.06,319,1674,106,"BirdieorBetterPercentage",2011
134,134,"Harrison Frazar",58,19.06,199,1044,164,"BirdieorBetterPercentage",2011
134,134,"Scott McCarron",65,19.06,223,1170,183,"BirdieorBetterPercentage",2011
137,137,"Tag Ridings",87,19.03,298,1566,142,"BirdieorBetterPercentage",2011
138,138,"Greg Chalmers",88,19,301,1584,179,"BirdieorBetterPercentage",2011
139,139,"Zack Miller",86,18.99,294,1548,174,"BirdieorBetterPercentage",2011
140,140,"Andres Gonzales",60,18.98,205,1080,123,"BirdieorBetterPercentage",2011
141,141,"Alex Prugh",82,18.97,280,1476,80,"BirdieorBetterPercentage",2011
142,142,"Joseph Bramlett",73,18.95,249,1314,103,"BirdieorBetterPercentage",2011
142,142,"Jerry Kelly",85,18.95,290,1530,70,"BirdieorBetterPercentage",2011
144,144,"Padraig Harrington",60,18.93,201,1062,133,"BirdieorBetterPercentage",2011
145,145,"David Duval",67,18.91,228,1206,135,"BirdieorBetterPercentage",2011
146,146,"Tim Petrovic",88,18.88,299,1584,167,"BirdieorBetterPercentage",2011
147,147,"Jim Furyk",87,18.86,292,1548,38,"BirdieorBetterPercentage",2011
148,148,"William McGirt",103,18.82,349,1854,25,"BirdieorBetterPercentage",2011
149,149,"Jim Herman",69,18.68,232,1242,36,"BirdieorBetterPercentage",2011
150,150,"Nathan Green",81,18.66,272,1458,166,"BirdieorBetterPercentage",2011
151,151,"JJ Henry",96,18.58,321,1728,18,"BirdieorBetterPercentage",2011
152,152,"Roland Thatcher",67,18.57,224,1206,130,"BirdieorBetterPercentage",2011
153,153,"Ernie Els",71,18.52,230,1242,7,"BirdieorBetterPercentage",2011
153,153,"Paul Goydos",81,18.52,270,1458,120,"BirdieorBetterPercentage",2011
153,153,"Johnson Wagner",81,18.52,270,1458,45,"BirdieorBetterPercentage",2011
156,156,"DJ Brigman",67,18.33,221,1206,182,"BirdieorBetterPercentage",2011
156,156,"Scott Gutschewski",67,18.33,221,1206,160,"BirdieorBetterPercentage",2011
158,158,"Will Strickler",51,18.3,168,918,170,"BirdieorBetterPercentage",2011
159,159,"Nate Smith",66,18.27,217,1188,177,"BirdieorBetterPercentage",2011
160,160,"Michael Putnam",67,18.24,220,1206,127,"BirdieorBetterPercentage",2011
161,161,"Stuart Appleby",65,18.21,213,1170,175,"BirdieorBetterPercentage",2011
162,162,"Kent Jones",76,18.2,249,1368,73,"BirdieorBetterPercentage",2011
163,163,"Trevor Immelman",84,18.19,275,1512,31,"BirdieorBetterPercentage",2011
164,164,"Kevin Kisner",70,18.17,229,1260,184,"BirdieorBetterPercentage",2011
164,164,"Sean OHair",71,18.17,229,1260,152,"BirdieorBetterPercentage",2011
166,166,"Jarrod Lyle",83,18.14,271,1494,172,"BirdieorBetterPercentage",2011
167,167,"Dean Wilson",62,18.1,202,1116,157,"BirdieorBetterPercentage",2011
168,168,"Tom Gillis",55,18.08,179,990,68,"BirdieorBetterPercentage",2011
169,169,"Chris Riley",76,17.91,245,1368,115,"BirdieorBetterPercentage",2011
170,170,"Ben Curtis",66,17.85,212,1188,87,"BirdieorBetterPercentage",2011
171,171,"Steve Elkington",50,17.67,159,900,66,"BirdieorBetterPercentage",2011
172,172,"JP Hayes",56,17.66,178,1008,178,"BirdieorBetterPercentage",2011
173,173,"Marc Turnesa",54,17.49,170,972,95,"BirdieorBetterPercentage",2011
174,174,"Martin Piller",63,17.46,198,1134,181,"BirdieorBetterPercentage",2011
175,175,"Alexandre Rocha",65,17.35,203,1170,29,"BirdieorBetterPercentage",2011
176,176,"Michael Connell",76,17.32,237,1368,138,"BirdieorBetterPercentage",2011
177,177,"Joe Durant",71,17.21,220,1278,3,"BirdieorBetterPercentage",2011
178,178,"Rocco Mediate",53,17.19,164,954,168,"BirdieorBetterPercentage",2011
179,179,"Colt Knost",80,17.15,247,1440,171,"BirdieorBetterPercentage",2011
180,180,"Troy Merritt",63,16.93,192,1134,133,"BirdieorBetterPercentage",2011
181,181,"Justin Leonard",82,16.73,247,1476,112,"BirdieorBetterPercentage",2011
182,182,"Justin Hicks",60,16.67,180,1080,90,"BirdieorBetterPercentage",2011
183,183,"Shaun Micheel",77,16.52,229,1386,154,"BirdieorBetterPercentage",2011
184,184,"Richard Johnson",64,16.06,185,1152,146,"BirdieorBetterPercentage",2011
185,185,"Daniel Summerhays",75,16,216,1350,150,"BirdieorBetterPercentage",2011
186,186,"Rich Beem",53,15.3,146,954,172,"BirdieorBetterPercentage",2011
